date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:35	31209/31209	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2019:33:35%20GMT	https://ts7.x1.international.travian.com/logout	C:/Users/ward/Desktop/ts7.x1.international.travian.com/ts7.x1.international.travian.com/logout.html	(from )
22:33:36	23/23	---M--	200	added ('OK')	text/plain	etag:%226422fec4-17%22	https://ts7.x1.international.travian.com/robots.txt		(from )
22:33:36	578/578	---M--	200	added ('OK')	application/octet-stream	etag:%226422fec4-242%22	https://ts7.x1.international.travian.com/manifest.webmanifest	C:/Users/ward/Desktop/ts7.x1.international.travian.com/ts7.x1.international.travian.com/manifest.webmanifest	(from https://ts7.x1.international.travian.com/logout)
22:33:44	10115/10115	---M--	200	added ('OK')	image/png	etag:%22555b54b974727633ddb702f931624831%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/apple-touch-icon.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/apple-touch-icon.png	(from https://ts7.x1.international.travian.com/logout)
22:33:45	228/228	---M--	200	added ('OK')	text/css	etag:%2289d65ed15b18e252c1db3bb2f5b1b118%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css	(from https://ts7.x1.international.travian.com/logout)
22:33:45	5533/5533	---MCZ	200	added ('OK')	application/javascript	etag:W/%227e3d1598e7e395c5b90b4b49e34dc5e0%22	http://cdn.legends.travian.info/gpack/2022.5/js/jquery.md5.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/jquery.md5.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:47	33982/33982	---MCZ	200	added ('OK')	application/javascript	etag:W/%229e6b646c1bb5a8bb3988d8271387c642%22	http://cdn.legends.travian.info/gpack/2022.5/js/d3/d3pie.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/d3/d3pie.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:47	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	http://cdn.legends.travian.info/gpack/2022.5/js/jquery-3.5.1.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/jquery-3.5.1.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:49	13164/13164	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f906df1ba456ffe7891393a5116adacd%22	http://cdn.legends.travian.info/gpack/2022.5/js/gsap/plugins/MorphSVGPlugin.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/gsap/plugins/MorphSVGPlugin.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:53	59029/59029	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a16e83ad3750be4666c5552dabcc362%22	http://cdn.legends.travian.info/gpack/2022.5/js/simplebar.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/simplebar.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:53	112880/112880	---MCZ	200	added ('OK')	application/javascript	etag:W/%2292cf05aba6ca4ea5cbc62b5a7cb924e3%22	http://cdn.legends.travian.info/gpack/2022.5/js/gsap/TweenMax.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/gsap/TweenMax.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:54	173077/173077	---MCZ	200	added ('OK')	application/javascript	etag:W/%229b1ae20c4c7048d6e4a1b2e1aee7fb31%22	http://cdn.legends.travian.info/gpack/2022.5/js/ChartJs/Chart.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/ChartJs/Chart.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:54	151125/151125	---MCZ	200	added ('OK')	application/javascript	etag:W/%225936da7688d010c60aaf8374f90fcc2b%22	http://cdn.legends.travian.info/gpack/2022.5/js/d3/d3.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/d3/d3.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:54	20056/20056	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ec9cfa2516b6f697980bf282ced170ee%22	http://cdn.legends.travian.info/gpack/2022.5/js/popper.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/popper.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:54	5085/5085	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d32940bfaaca20fe0121007901cbc07a%22	http://cdn.legends.travian.info/gpack/2022.5/js/deepmerge.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/deepmerge.js	(from https://ts7.x1.international.travian.com/logout)
22:33:54	25668/25668	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef0b5ddf55cf89fb9db75a4d830e578a%22	http://cdn.legends.travian.info/gpack/2022.5/js/tippy.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/tippy.min.js	(from https://ts7.x1.international.travian.com/logout)
22:33:55	938/938	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Mar%202023%2019:33:54%20GMT	https://ts7.x1.international.travian.com/js/default/Travian/Variables.js?2022.5	C:/Users/ward/Desktop/ts7.x1.international.travian.com/ts7.x1.international.travian.com/js/default/Travian/Variablesc9b7.js	(from https://ts7.x1.international.travian.com/logout)
22:33:55	2856/2856	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Mar%202023%2019:33:55%20GMT	https://ts7.x1.international.travian.com/js/default/Travian/en-US/Strings.js?2022.5	C:/Users/ward/Desktop/ts7.x1.international.travian.com/ts7.x1.international.travian.com/js/default/Travian/en-US/Stringsc9b7.js	(from https://ts7.x1.international.travian.com/logout)
22:33:56	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2031%20Mar%202023%2019:33:55%20GMT	http://securepubads.g.doubleclick.net/tag/js/gpt.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/securepubads.g.doubleclick.net/tag/js/gpt.13.delayed	(from https://ts7.x1.international.travian.com/logout)
22:33:58	11830/11830	---M--	200	added ('OK')	image/png	etag:%22cb11d376f9dd41ffdb7653f33cdf036f%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/logo.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/logo.png	(from https://ts7.x1.international.travian.com/logout)
22:34:01	16959/16959	---M--	200	added ('OK')	image/jpeg	etag:%2291060f02e14877d780807be96e1f58b3%22	http://cdn.legends.travian.info/moreGames/v3/Railnation.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v3/Railnation.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:02	24935/24935	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2019:34:01%20GMT	https://ts7.x1.international.travian.com/	C:/Users/ward/Desktop/ts7.x1.international.travian.com/ts7.x1.international.travian.com/index.html	(from https://ts7.x1.international.travian.com/logout)
22:34:05	15723/15723	---M--	200	added ('OK')	image/jpeg	etag:%2290ce52ba2f7a770a01c70b9498765199%22	http://cdn.legends.travian.info/moreGames/v3/Railnation-hover.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v3/Railnation-hover.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:08	363742/363742	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a21b4c795dc36189a93306f466e0f791%22	http://cdn.legends.travian.info/gpack/2022.5/js/crypt.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/crypt.js	(from https://ts7.x1.international.travian.com/logout)
22:34:09	460197/460197	---MCZ	200	added ('OK')	application/javascript	etag:W/%2296e2abedd3cb7a7dd3b42989917cb913%22	http://cdn.legends.travian.info/gpack/2022.5/js/PixiJS/pixi.min.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/js/PixiJS/pixi.min.js	(from https://ts7.x1.international.travian.com/logout)
22:34:10	38246/38246	---M--	200	added ('OK')	image/jpeg	etag:%2217cad04e267164f2a5db370c2587ef7f%22	http://cdn.legends.travian.info/moreGames/v4/Goalunited.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v4/Goalunited.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:10	79133/79133	---M--	200	added ('OK')	text/javascript	etag:750%20/%2019447%20/%20m202303270101%20/%20config-hash:%204618862490447205413	https://securepubads.g.doubleclick.net/tag/js/gpt.js	C:/Users/ward/Desktop/ts7.x1.international.travian.com/securepubads.g.doubleclick.net/tag/js/f.txt	(from https://ts7.x1.international.travian.com/logout)
22:34:12	10287/10287	---M--	200	added ('OK')	image/jpeg	etag:%222d132236ee16f955e856cb256de6907c%22	http://cdn.legends.travian.info/moreGames/v4/Traviankingdoms.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v4/Traviankingdoms.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:12	29663/29663	---M--	200	added ('OK')	image/jpeg	etag:%22aee96aba772c35527074103c8a76408c%22	http://cdn.legends.travian.info/moreGames/v4/Goalunited-hover.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v4/Goalunited-hover.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:14	7914/7914	---M--	200	added ('OK')	image/jpeg	etag:%22ac8e4d50fe0bb5a2bfd37341f1956858%22	http://cdn.legends.travian.info/moreGames/v4/Traviankingdoms-hover.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v4/Traviankingdoms-hover.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:15	290947/290947	---MCZ	200	added ('OK')	text/css	etag:W/%2250ace6275f80e0891d9ff3defb4b680b%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css)
22:34:15	253512/253512	---MCZ	200	added ('OK')	text/css	etag:W/%226591d86938ce34af424e3f7c175aeba7%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed1.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed1.css	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css)
22:34:16	226923/226923	---MCZ	200	added ('OK')	text/css	etag:W/%22e37f9d4c289c6f9912d6ec023a75244f%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed2.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed2.css	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css)
22:34:17	38073/38073	---M--	200	added ('OK')	image/jpeg	etag:%22d581a0ac6d85e3ef3457e4933ea3e35f%22	http://cdn.legends.travian.info/moreGames/v4/Arkheim.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v4/Arkheim.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:19	39453/39453	---M--	200	added ('OK')	image/jpeg	etag:%226a3b2a9c8b0feb863ef00495d7d7239a%22	http://cdn.legends.travian.info/moreGames/v4/Arkheim-hover.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/moreGames/v4/Arkheim-hover.jpg	(from https://ts7.x1.international.travian.com/logout)
22:34:19	298930/298930	---MCZ	200	added ('OK')	text/css	etag:W/%227026c7ce0e3d227c40eca1c9741bd71e%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed3.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed3.css	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css)
22:34:19	330838/330838	---MCZ	200	added ('OK')	text/css	etag:W/%22788a3d06aceb4f2bd995e46ac86f097a%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed4.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed4.css	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css)
22:34:20	265022/265022	---MCZ	200	added ('OK')	text/css	etag:W/%2254404a7e62fbabb107b583d81033e6b5%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed5.css	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed5.css	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed.css)
22:34:20	49/49	---M--	200	added ('OK')	image/gif	etag:%226422fec4-31%22	https://ts7.x1.international.travian.com/img/x.gif	C:/Users/ward/Desktop/ts7.x1.international.travian.com/ts7.x1.international.travian.com/img/x.gif	(from https://ts7.x1.international.travian.com/)
22:34:21	768/768	---M--	200	added ('OK')	image/png	etag:%223aa1264b2b8e6ba2f28684da5bd61ffd%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/a/loader_abort.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/a/loader_abort.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:34:30	53319/53319	---M--	200	added ('OK')	image/jpeg	etag:%2214f01888b9b51547348766c090eb0743%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgResources_mobile.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgResources_mobile.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:34:44	138839/138839	---M--	200	added ('OK')	image/jpeg	etag:%22dd0b8d23c441d93665ddc1f97743a186%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgResources_narrow.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgResources_narrow.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:34:51	42871/42871	---M--	200	added ('OK')	image/jpeg	etag:%228b326e0d223596be7a4f17dc01af3b37%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgResources_mobile.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgResources_mobile.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:34:52	136499/136499	---M--	200	added ('OK')	image/jpeg	etag:%22fc9ce5449ba23a8548313896da13e975%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgResources_narrow.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgResources_narrow.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:34:52	215912/215912	---M--	200	added ('OK')	image/jpeg	etag:%221f6af3d856d97b087fe40c3347fa32df%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgResources.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgResources.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:34:54	206555/206555	---M--	200	added ('OK')	image/jpeg	etag:%22fca1308d48752b313d4a8ea15cfe8f87%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgResources.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgResources.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:35:27	215761/215761	---M--	200	added ('OK')	image/jpeg	etag:%22053debd77287a7f7ed0ac5e23540db34%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_narrow.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_narrow.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:35:29	213606/213606	---M--	200	added ('OK')	image/jpeg	etag:%2284285cde92d8d7df24500daa4415f174%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_city_narrow.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_city_narrow.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:35:48	354242/354242	---M--	200	added ('OK')	image/jpeg	etag:%22a87724c951a2698f37dbaeeb45b05070%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:35:51	357816/357816	---M--	200	added ('OK')	image/jpeg	etag:%223e18a0a5c5ff54cb7dbeaeffd3cf7789%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_city.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_city.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:35:53	160725/160725	---M--	200	added ('OK')	image/jpeg	etag:%22985cd2fb3a4f3a0860e755882e1cece4%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_mobile.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_mobile.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:35:57	168532/168532	---M--	200	added ('OK')	image/jpeg	etag:%22b775dbb627d7208de6f59646f6e13917%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_city_mobile.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/background/bgBuildings_city_mobile.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:18	167349/167349	---M--	200	added ('OK')	image/jpeg	etag:%22399c9fba5d02ba8443b1e6ec3ad2cd79%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_narrow.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_narrow.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:24	163938/163938	---M--	200	added ('OK')	image/jpeg	etag:%22848a9ad0551890aef5b0c8005a3bc54b%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_city_narrow.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_city_narrow.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:33	93185/93185	---M--	200	added ('OK')	image/jpeg	etag:%221b812efeceadad270d2fc7b4f2a75f28%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_mobile.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_mobile.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:35	294385/294385	---M--	200	added ('OK')	image/jpeg	etag:%22f8cf6f6a419bf3196b1512d56bd030ce%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:38	26273/26273	---M--	200	added ('OK')	image/png	etag:%2209c1e14491050866d88294aeac345875%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Bottom.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Bottom.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:38	89106/89106	---M--	200	added ('OK')	image/jpeg	etag:%2219ee1f2b1ebf42411c9efac1892338ca%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_city_mobile.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_city_mobile.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:39	22634/22634	---M--	200	added ('OK')	image/png	etag:%22a9adbc2f81f9c4f1e6593b88149d0ce6%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Top.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Top.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:39	289763/289763	---M--	200	added ('OK')	image/jpeg	etag:%2272ed76957cd12d58e3847d55299a0db4%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_city.jpg	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/winter/background/bgBuildings_city.jpg	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:43	24264/24264	---M--	200	added ('OK')	image/png	etag:%221aa472422e2b7b775d45d047feab772f%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Top_city.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Top_city.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:43	29927/29927	---M--	200	added ('OK')	image/png	etag:%22143b3d4610dd6b1ae7b71a7475877635%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Bottom_city.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Bottom_city.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:44	27824/27824	---M--	200	added ('OK')	image/png	etag:%223f6cb30b1ea9840c3292947890824336%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Top_city_watchtowers.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Top_city_watchtowers.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:44	35175/35175	---M--	200	added ('OK')	image/png	etag:%22c4ebd9ff17a8120a39df4448196e84d5%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Bottom_city_watchtowers.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/roman/g31Bottom_city_watchtowers.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:47	26697/26697	---M--	200	added ('OK')	image/png	etag:%22c82102c9fbe03cac8e83935201e58703%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/teuton/g32Top.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/teuton/g32Top.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
22:36:48	35417/35417	---M--	200	added ('OK')	image/png	etag:%2221407de8d182de78f6ea7d0752727189%22	http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/teuton/g32Bottom.png	C:/Users/ward/Desktop/ts7.x1.international.travian.com/cdn.legends.travian.info/gpack/2022.5/travian_mainPage/img_ltr/themes/default/buildings/teuton/g32Bottom.png	(from http://cdn.legends.travian.info/gpack/2022.5/travian_mainPage/css_ltr/default_compressed0.css)
